SurnamePercent,Exited,CreditCardBucket,AgeBucket,Tenure,BalanceBucket,NumOfProducts,HasCrCard,IsActiveMember,TenurePerAge,BalancePerSalary,CreditPerProduct,EstSalaryScaled,Geo.France,Geo.Germany,Geo.Spain,Gen.Female,Gen.Male
0.36363636363636365,1,625.0,45.0,5.0,0.0,1.0,1.0,0.0,0.09803921568627451,0.0,688.0,-0.1497954850872754,1.0,0.0,0.0,1.0,0.0
0.36363636363636365,0,500.0,15.0,3.0,100000.0,1.0,1.0,0.0,0.11538461538461539,0.7398514679784273,560.0,0.998712528481697,0.0,0.0,1.0,1.0,0.0
0.14285714285714285,0,500.0,30.0,10.0,0.0,2.0,1.0,1.0,0.24390243902439024,0.0,302.0,1.1494884659107365,0.0,0.0,1.0,1.0,0.0
0.0,0,500.0,15.0,7.0,100000.0,1.0,0.0,1.0,0.2916666666666667,3.4655362754158343,618.0,-1.098591416637977,1.0,0.0,0.0,1.0,0.0
0.07692307692307693,0,500.0,30.0,2.0,100000.0,1.0,0.0,0.0,0.058823529411764705,0.5125816137979735,599.0,1.7034385375840613,0.0,0.0,1.0,0.0,1.0
0.2222222222222222,0,500.0,15.0,5.0,0.0,2.0,1.0,0.0,0.17857142857142858,0.0,269.5,-0.9029194655429819,0.0,0.0,1.0,0.0,1.0
0.2777777777777778,0,500.0,15.0,8.0,100000.0,1.0,1.0,1.0,0.3076923076923077,0.7840863198083393,595.0,0.8876783332807807,0.0,1.0,0.0,1.0,0.0
0.09090909090909091,1,625.0,45.0,3.0,100000.0,4.0,1.0,0.0,0.06521739130434782,0.8814251497931084,181.75,0.5316798727298145,0.0,1.0,0.0,0.0,1.0
0.4,0,500.0,30.0,10.0,0.0,2.0,0.0,1.0,0.2631578947368421,0.0,291.5,0.2329089079226884,1.0,0.0,0.0,1.0,0.0
0.0,0,750.0,30.0,2.0,0.0,2.0,1.0,0.0,0.05263157894736842,0.0,377.0,1.4015752537467694,1.0,0.0,0.0,0.0,1.0
0.25,0,500.0,15.0,3.0,50000.0,1.0,1.0,1.0,0.125,2.0873827996940224,581.0,-0.94867986554218,1.0,0.0,0.0,1.0,0.0
0.0,0,750.0,45.0,7.0,100000.0,2.0,1.0,1.0,0.15217391304347827,1.2605491517544654,393.5,-0.11955607087755935,1.0,0.0,0.0,0.0,1.0
0.0,0,625.0,30.0,4.0,0.0,2.0,1.0,0.0,0.12121212121212122,0.0,328.0,0.2870460004634159,0.0,0.0,1.0,0.0,1.0
0.0,0,500.0,60.0,5.0,50000.0,1.0,1.0,1.0,0.06944444444444445,1.1972201015354338,529.0,-0.3749649028240618,0.0,1.0,0.0,0.0,1.0
0.07142857142857142,0,750.0,30.0,1.0,100000.0,1.0,1.0,0.0,0.03225806451612903,1.1687907843324843,814.0,0.025765332764561652,1.0,0.0,0.0,0.0,1.0
0.26666666666666666,0,625.0,30.0,2.0,0.0,2.0,1.0,0.0,0.05405405405405406,0.0,373.0,0.7483780257350753,1.0,0.0,0.0,0.0,1.0
0.0,0,750.0,60.0,4.0,0.0,3.0,1.0,1.0,0.05970149253731343,0.0,252.0,-0.12440624831220087,1.0,0.0,0.0,0.0,1.0
0.0,0,750.0,60.0,1.0,100000.0,2.0,0.0,1.0,0.014925373134328358,1.4060300854117989,381.5,0.10550815053738972,1.0,0.0,0.0,0.0,1.0
0.125,0,625.0,30.0,0.0,100000.0,1.0,1.0,1.0,0.0,0.7455050769273462,643.0,1.4740034438299945,1.0,0.0,0.0,1.0,0.0
0.2,0,750.0,30.0,8.0,100000.0,2.0,0.0,0.0,0.23529411764705882,2.9055399684773393,382.5,-0.9259823657770301,0.0,1.0,0.0,1.0,0.0
1.0,1,750.0,45.0,9.0,50000.0,2.0,1.0,0.0,0.16363636363636364,0.34083998555595535,385.0,1.480175716097527,0.0,0.0,1.0,0.0,1.0
0.25,0,500.0,60.0,2.0,0.0,2.0,1.0,1.0,0.028169014084507043,0.0,302.0,-0.8833358814038716,1.0,0.0,0.0,1.0,0.0
0.125,1,625.0,45.0,5.0,0.0,1.0,1.0,0.0,0.10204081632653061,0.0,648.0,0.8659815919018505,0.0,0.0,1.0,0.0,1.0
0.0,0,500.0,30.0,4.0,0.0,2.0,1.0,0.0,0.11764705882352941,0.0,276.0,0.6977416717190641,0.0,0.0,1.0,1.0,0.0
0.25,0,500.0,60.0,5.0,50000.0,2.0,1.0,1.0,0.07352941176470588,0.56366153421955,305.5,0.8050509766300252,1.0,0.0,0.0,0.0,1.0
0.18181818181818182,0,625.0,30.0,1.0,100000.0,1.0,1.0,1.0,0.03333333333333333,0.9152801225010158,743.0,0.671515741019973,1.0,0.0,0.0,1.0,0.0
0.6666666666666666,1,750.0,45.0,4.0,0.0,1.0,0.0,1.0,0.08333333333333333,0.0,751.0,-1.2202037638307917,1.0,0.0,0.0,1.0,0.0
0.1875,0,500.0,60.0,0.0,100000.0,1.0,1.0,1.0,0.0,0.9571450581699408,543.0,0.5989161714985232,1.0,0.0,0.0,1.0,0.0
0.0,0,750.0,15.0,10.0,100000.0,1.0,1.0,1.0,0.4166666666666667,1.642020270349992,794.0,-0.19563704648709618,1.0,0.0,0.0,0.0,1.0
0.14285714285714285,0,625.0,30.0,8.0,100000.0,1.0,1.0,0.0,0.23529411764705882,1.2294714100312507,712.0,-0.12940934357891679,1.0,0.0,0.0,0.0,1.0
0.3333333333333333,0,500.0,30.0,10.0,150000.0,1.0,0.0,0.0,0.25,1.8300306067495706,621.0,-0.18645117826467972,1.0,0.0,0.0,0.0,1.0
0.0,0,625.0,30.0,1.0,0.0,1.0,1.0,0.0,0.03125,0.0,627.0,0.1154175047215807,1.0,0.0,0.0,1.0,0.0
0.3333333333333333,0,625.0,15.0,1.0,0.0,1.0,1.0,0.0,0.04,0.0,633.0,0.006516321695400505,1.0,0.0,0.0,0.0,1.0
0.125,0,500.0,30.0,1.0,100000.0,2.0,1.0,1.0,0.025,2.4450594559362533,309.0,-0.796444416230697,0.0,1.0,0.0,1.0,0.0
0.29411764705882354,0,500.0,30.0,10.0,100000.0,1.0,0.0,1.0,0.2777777777777778,0.8431070549960697,592.0,0.7991875008502696,0.0,1.0,0.0,0.0,1.0
0.0,0,625.0,30.0,5.0,100000.0,1.0,1.0,0.0,0.16666666666666666,222.7416442071653,642.0,-1.7354311391022679,0.0,1.0,0.0,1.0,0.0
0.14285714285714285,0,750.0,45.0,8.0,100000.0,2.0,1.0,1.0,0.14035087719298245,0.9582596143009645,425.0,0.5586143111064453,0.0,0.0,1.0,1.0,0.0
0.23076923076923078,0,625.0,45.0,1.0,0.0,2.0,1.0,0.0,0.02127659574468085,0.0,341.5,0.8493090198872231,1.0,0.0,0.0,0.0,1.0
0.06666666666666667,0,750.0,15.0,2.0,100000.0,1.0,1.0,0.0,0.08,1.8450992296933406,773.0,-0.4627324234588941,1.0,0.0,0.0,0.0,1.0
0.0,0,625.0,30.0,3.0,0.0,2.0,1.0,0.0,0.09090909090909091,0.0,354.0,0.6685953239263189,0.0,0.0,1.0,0.0,1.0
0.3333333333333333,0,625.0,30.0,9.0,50000.0,2.0,1.0,0.0,0.25,0.4129080671950767,317.5,1.6808115750876929,0.0,1.0,0.0,1.0,0.0
0.1,1,625.0,30.0,7.0,0.0,1.0,0.0,1.0,0.19444444444444445,0.0,709.0,-1.0125887210514506,1.0,0.0,0.0,1.0,0.0
1.0,1,625.0,30.0,5.0,0.0,3.0,1.0,1.0,0.11363636363636363,0.0,215.66666666666666,1.2884874661107821,0.0,0.0,1.0,1.0,0.0
0.0,0,500.0,30.0,3.0,0.0,2.0,0.0,0.0,0.08333333333333333,0.0,271.5,-1.2924037963285748,1.0,0.0,0.0,1.0,0.0
0.16666666666666666,0,625.0,15.0,10.0,50000.0,1.0,1.0,1.0,0.35714285714285715,1.0652802475170835,651.0,-0.4447760731524418,1.0,0.0,0.0,0.0,1.0
0.29411764705882354,0,750.0,15.0,1.0,150000.0,1.0,1.0,1.0,0.034482758620689655,0.9427022185082118,850.0,1.111435263980978,0.0,1.0,0.0,0.0,1.0
0.4,1,250.0,45.0,4.0,150000.0,1.0,1.0,0.0,0.07017543859649122,0.9618254599397046,351.0,1.208657913622267,0.0,1.0,0.0,1.0,0.0
0.2,0,625.0,30.0,7.0,0.0,2.0,1.0,0.0,0.2,0.0,330.0,-1.5153536413410336,1.0,0.0,0.0,0.0,1.0
0.5,0,500.0,30.0,3.0,100000.0,1.0,0.0,0.0,0.08571428571428572,2.6867410166103953,563.0,-1.0568140210826462,1.0,0.0,0.0,0.0,1.0
0.2,0,750.0,15.0,4.0,0.0,2.0,1.0,0.0,0.13793103448275862,0.0,393.0,0.05482668750257699,1.0,0.0,0.0,1.0,0.0
1.0,1,750.0,45.0,9.0,150000.0,1.0,1.0,0.0,0.1956521739130435,13.385151032630652,811.0,-1.5110684587210281,1.0,0.0,0.0,0.0,1.0
0.25,0,750.0,45.0,6.0,0.0,2.0,1.0,0.0,0.13043478260869565,0.0,400.0,1.2488267111171862,0.0,0.0,1.0,1.0,0.0
0.42857142857142855,0,500.0,45.0,2.0,100000.0,2.0,1.0,1.0,0.03508771929824561,3.9848750275761846,259.5,-1.2253115329210573,0.0,0.0,1.0,1.0,0.0
0.15384615384615385,0,500.0,15.0,5.0,0.0,2.0,1.0,0.0,0.18518518518518517,0.0,280.0,0.552013241911159,1.0,0.0,0.0,1.0,0.0
0.26666666666666666,0,625.0,45.0,1.0,0.0,2.0,1.0,1.0,0.019230769230769232,0.0,344.0,1.25066468592571,1.0,0.0,0.0,0.0,1.0
0.2,1,625.0,45.0,1.0,100000.0,1.0,0.0,0.0,0.017241379310344827,1.3954421654167222,694.0,0.04186472415805275,0.0,1.0,0.0,1.0,0.0
0.3076923076923077,0,500.0,30.0,2.0,50000.0,2.0,0.0,1.0,0.058823529411764705,0.562777110440874,297.5,0.9768050461269009,0.0,1.0,0.0,0.0,1.0
0.0,0,625.0,30.0,9.0,0.0,2.0,1.0,0.0,0.20930232558139536,0.0,342.5,0.13213013493823236,0.0,0.0,1.0,0.0,1.0
0.0,0,500.0,30.0,7.0,0.0,2.0,1.0,1.0,0.16279069767441862,0.0,260.0,-1.1150478485277702,0.0,0.0,1.0,0.0,1.0
0.3076923076923077,1,500.0,30.0,3.0,0.0,1.0,1.0,1.0,0.0967741935483871,0.0,599.0,0.5200884223928023,0.0,0.0,1.0,1.0,0.0
0.17647058823529413,0,375.0,30.0,4.0,100000.0,1.0,1.0,0.0,0.10526315789473684,3.486269014944159,482.0,-1.1212241266155054,1.0,0.0,0.0,0.0,1.0
0.125,0,625.0,30.0,8.0,0.0,2.0,1.0,1.0,0.1951219512195122,0.0,366.0,1.2306808680985502,1.0,0.0,0.0,0.0,1.0
0.0,0,625.0,30.0,9.0,100000.0,1.0,1.0,0.0,0.24324324324324326,0.9125665646743039,652.0,1.0259775341080746,0.0,1.0,0.0,1.0,0.0
0.3157894736842105,0,375.0,30.0,7.0,0.0,2.0,1.0,0.0,0.18421052631578946,0.0,216.0,0.8770315598471545,0.0,0.0,1.0,0.0,1.0
0.0,0,500.0,15.0,2.0,0.0,2.0,0.0,1.0,0.07142857142857142,0.0,312.0,0.07190315069326504,0.0,0.0,1.0,1.0,0.0
0.0,0,500.0,15.0,5.0,0.0,2.0,1.0,1.0,0.22727272727272727,0.0,260.5,-0.006903698480964738,1.0,0.0,0.0,0.0,1.0
0.0,0,750.0,30.0,6.0,0.0,2.0,1.0,0.0,0.2,0.0,375.5,-1.470984828446934,1.0,0.0,0.0,1.0,0.0
0.0,0,750.0,30.0,6.0,0.0,2.0,1.0,1.0,0.2,0.0,384.0,1.728242053779105,1.0,0.0,0.0,0.0,1.0
0.3333333333333333,1,625.0,60.0,5.0,100000.0,1.0,0.0,0.0,0.07575757575757576,12.056313552589767,716.0,-1.570184611607257,0.0,1.0,0.0,0.0,1.0
0.0,0,625.0,45.0,10.0,0.0,2.0,1.0,0.0,0.2127659574468085,0.0,327.5,1.1765578830115788,1.0,0.0,0.0,1.0,0.0
0.4166666666666667,0,750.0,30.0,9.0,0.0,2.0,1.0,0.0,0.28125,0.0,378.5,0.27389576356937834,1.0,0.0,0.0,0.0,1.0
0.0,0,625.0,30.0,2.0,100000.0,1.0,0.0,1.0,0.05405405405405406,1.4800652458500467,627.0,-0.2723983148666599,1.0,0.0,0.0,0.0,1.0
0.3157894736842105,0,625.0,15.0,10.0,100000.0,1.0,1.0,0.0,0.3448275862068966,0.7051332033647421,633.0,1.470484940363511,1.0,0.0,0.0,0.0,1.0
0.25,0,500.0,30.0,5.0,100000.0,1.0,1.0,1.0,0.13513513513513514,4.826217015714818,609.0,-1.2789193346967793,0.0,0.0,1.0,0.0,1.0
0.2,0,500.0,30.0,1.0,0.0,2.0,0.0,0.0,0.03125,0.0,293.0,-1.1945851503076048,1.0,0.0,0.0,0.0,1.0
0.0,0,750.0,30.0,2.0,0.0,1.0,0.0,1.0,0.05555555555555555,0.0,785.0,-0.6690370405337595,1.0,0.0,0.0,0.0,1.0
0.42857142857142855,0,750.0,30.0,8.0,0.0,2.0,1.0,1.0,0.25806451612903225,0.0,408.0,-1.2508162418176192,1.0,0.0,0.0,0.0,1.0
1.0,1,625.0,45.0,9.0,200000.0,1.0,1.0,0.0,0.18,1.2719512758451585,669.0,1.0068135160936431,1.0,0.0,0.0,0.0,1.0
0.0,0,750.0,45.0,3.0,100000.0,1.0,1.0,0.0,0.06666666666666667,0.6567944237169252,835.0,0.9118080008513406,0.0,0.0,1.0,0.0,1.0
0.3,0,625.0,30.0,5.0,0.0,2.0,0.0,1.0,0.15151515151515152,0.0,360.5,0.30308495622167925,0.0,0.0,1.0,0.0,1.0
0.0,0,500.0,15.0,4.0,0.0,2.0,1.0,1.0,0.14814814814814814,0.0,277.0,0.6071237487610724,0.0,0.0,1.0,1.0,0.0
0.3333333333333333,0,625.0,30.0,3.0,50000.0,1.0,1.0,1.0,0.09090909090909091,1.2517463280516221,715.0,-0.5597295280061783,1.0,0.0,0.0,1.0,0.0
0.2631578947368421,0,750.0,30.0,7.0,100000.0,1.0,1.0,0.0,0.21212121212121213,0.6413838999538111,850.0,1.4587975245077367,1.0,0.0,0.0,1.0,0.0
0.1875,0,625.0,30.0,7.0,50000.0,2.0,1.0,1.0,0.16666666666666666,0.9574003816064023,371.5,-0.34478644674786074,1.0,0.0,0.0,0.0,1.0
0.0,0,500.0,30.0,8.0,0.0,2.0,1.0,0.0,0.21052631578947367,0.0,267.5,0.6338915101840639,1.0,0.0,0.0,1.0,0.0
0.0,0,500.0,15.0,5.0,100000.0,1.0,1.0,1.0,0.1724137931034483,0.8582416462394091,576.0,0.4570859272458512,1.0,0.0,0.0,1.0,0.0
0.0,0,500.0,30.0,8.0,100000.0,2.0,1.0,1.0,0.21621621621621623,1.1934188266072299,271.5,0.3106139823751594,0.0,1.0,0.0,0.0,1.0
0.23529411764705882,0,500.0,30.0,8.0,0.0,2.0,1.0,1.0,0.2,0.0,269.0,-1.3005058289370954,0.0,0.0,1.0,0.0,1.0
0.3333333333333333,0,625.0,30.0,9.0,150000.0,2.0,1.0,1.0,0.20930232558139536,3.369465271392834,332.0,-0.7685074778068888,1.0,0.0,0.0,0.0,1.0
0.0,0,625.0,30.0,7.0,0.0,2.0,0.0,1.0,0.175,0.0,351.5,0.3882800436221807,1.0,0.0,0.0,1.0,0.0
0.0,0,500.0,15.0,1.0,100000.0,1.0,1.0,1.0,0.04,1.8073141939222057,620.0,-0.4184825660081966,0.0,1.0,0.0,1.0,0.0
0.2,0,625.0,30.0,1.0,50000.0,2.0,1.0,1.0,0.02564102564102564,0.923918141692726,358.0,-0.4136233319365759,1.0,0.0,0.0,0.0,1.0
0.3,1,625.0,30.0,6.0,100000.0,1.0,1.0,1.0,0.16666666666666666,1.242273523133316,727.0,0.2230875076168545,0.0,1.0,0.0,0.0,1.0
0.25,1,625.0,45.0,5.0,50000.0,2.0,1.0,0.0,0.10204081632653061,0.6365082671896068,348.0,0.9095999230893331,0.0,1.0,0.0,0.0,1.0
0.0,0,500.0,45.0,8.0,0.0,2.0,1.0,1.0,0.16326530612244897,0.0,280.5,-1.5276415818949782,1.0,0.0,0.0,1.0,0.0
0.29411764705882354,1,500.0,60.0,4.0,100000.0,1.0,0.0,1.0,0.06451612903225806,2.7539718804516964,555.0,-0.9878306622073993,0.0,1.0,0.0,0.0,1.0
0.0,0,750.0,15.0,6.0,100000.0,1.0,1.0,0.0,0.23076923076923078,0.7523324224851843,762.0,1.2738691831956088,1.0,0.0,0.0,0.0,1.0
0.2,0,625.0,30.0,4.0,0.0,2.0,1.0,0.0,0.10526315789473684,0.0,331.0,0.627604288293331,0.0,0.0,1.0,0.0,1.0
0.38461538461538464,1,625.0,30.0,6.0,50000.0,1.0,1.0,0.0,0.17647058823529413,4.267010009534927,656.0,-1.5011761728142212,0.0,0.0,1.0,1.0,0.0
0.0,0,750.0,30.0,7.0,0.0,2.0,1.0,1.0,0.1891891891891892,0.0,383.5,-1.314790061280607,0.0,0.0,1.0,0.0,1.0
0.2727272727272727,0,625.0,30.0,1.0,150000.0,1.0,0.0,1.0,0.03225806451612903,8.912778247426532,718.0,-1.4472540012356578,1.0,0.0,0.0,1.0,0.0
0.1875,0,500.0,30.0,7.0,0.0,2.0,0.0,1.0,0.22580645161290322,0.0,295.5,-0.8960214431544296,1.0,0.0,0.0,1.0,0.0
0.25,0,500.0,30.0,1.0,0.0,1.0,1.0,0.0,0.027777777777777776,0.0,526.0,1.0532151956574185,1.0,0.0,0.0,0.0,1.0
0.3333333333333333,0,625.0,15.0,4.0,100000.0,1.0,1.0,1.0,0.19047619047619047,0.7781209751582685,745.0,1.3412599672912535,1.0,0.0,0.0,0.0,1.0
0.4,0,625.0,30.0,5.0,100000.0,1.0,1.0,1.0,0.125,0.7394556439587303,632.0,1.732081719526164,1.0,0.0,0.0,0.0,1.0
0.25,0,625.0,15.0,3.0,0.0,2.0,0.0,1.0,0.15,0.0,357.0,0.8750295205764275,0.0,0.0,1.0,0.0,1.0
0.14285714285714285,0,625.0,15.0,7.0,100000.0,1.0,0.0,0.0,0.2692307692307692,2.8870508865438373,718.0,-0.8555957506682689,0.0,1.0,0.0,0.0,1.0
0.21052631578947367,0,500.0,45.0,10.0,100000.0,2.0,1.0,1.0,0.19607843137254902,0.9653916577515005,312.0,0.48070563648803455,1.0,0.0,0.0,0.0,1.0
0.25,0,750.0,30.0,10.0,0.0,2.0,1.0,0.0,0.2631578947368421,0.0,409.5,-1.2143928862119546,1.0,0.0,0.0,1.0,0.0
0.0,0,750.0,30.0,1.0,100000.0,2.0,1.0,0.0,0.02631578947368421,1.1017921173820067,380.5,0.1597065495438235,0.0,1.0,0.0,1.0,0.0
0.0,0,500.0,45.0,8.0,0.0,2.0,1.0,1.0,0.17391304347826086,0.0,303.0,1.454166796353749,0.0,0.0,1.0,1.0,0.0
0.2,0,625.0,30.0,8.0,100000.0,2.0,1.0,1.0,0.19047619047619047,0.7224954093371018,352.0,1.3818465892498937,1.0,0.0,0.0,0.0,1.0
0.18181818181818182,0,625.0,45.0,6.0,0.0,1.0,0.0,1.0,0.1111111111111111,0.0,644.0,-0.27174205701784754,0.0,0.0,1.0,0.0,1.0
0.3333333333333333,0,625.0,30.0,5.0,0.0,1.0,1.0,1.0,0.16666666666666666,4.17110401004135,644.0,-1.557974523298116,1.0,0.0,0.0,0.0,1.0
0.2,0,500.0,30.0,6.0,0.0,2.0,0.0,0.0,0.17647058823529413,0.0,281.5,-1.1092273917736666,1.0,0.0,0.0,1.0,0.0
0.16666666666666666,0,625.0,45.0,3.0,100000.0,2.0,1.0,0.0,0.06521739130434782,0.667944228695281,342.0,0.9389728609726578,0.0,1.0,0.0,1.0,0.0
0.3333333333333333,0,500.0,30.0,8.0,0.0,1.0,1.0,0.0,0.21052631578947367,0.0,583.0,-0.9122171483988745,1.0,0.0,0.0,0.0,1.0
0.25,0,625.0,75.0,4.0,50000.0,2.0,1.0,1.0,0.05128205128205128,0.47939551122544355,324.5,0.737452586548238,0.0,1.0,0.0,0.0,1.0
0.0,0,500.0,30.0,6.0,0.0,2.0,1.0,1.0,0.1875,0.0,308.0,-0.996637196673257,0.0,0.0,1.0,1.0,0.0
0.3333333333333333,1,625.0,45.0,4.0,0.0,1.0,1.0,0.0,0.0851063829787234,0.0,700.0,0.37574043305986726,0.0,0.0,1.0,0.0,1.0
0.0,0,500.0,60.0,2.0,150000.0,2.0,1.0,1.0,0.03125,2.894446933041728,265.5,-0.6880159199884013,0.0,1.0,0.0,1.0,0.0
0.0,0,750.0,45.0,4.0,100000.0,1.0,1.0,0.0,0.07272727272727272,0.8227289021030119,826.0,0.6949459575499727,1.0,0.0,0.0,0.0,1.0
0.08695652173913043,0,625.0,30.0,10.0,50000.0,1.0,1.0,0.0,0.2702702702702703,0.43454538567092615,724.0,1.0038582657808381,1.0,0.0,0.0,1.0,0.0
0.06666666666666667,0,625.0,30.0,4.0,50000.0,2.0,1.0,1.0,0.0975609756097561,0.5069839130935723,352.5,0.7365453553554397,0.0,1.0,0.0,0.0,1.0
0.3333333333333333,0,500.0,60.0,7.0,100000.0,2.0,1.0,1.0,0.10606060606060606,0.8337944490445511,263.0,1.0126200395600866,0.0,0.0,1.0,0.0,1.0
0.0,0,750.0,30.0,10.0,100000.0,1.0,0.0,0.0,0.30303030303030304,0.692199108229764,790.0,1.6542322613803107,1.0,0.0,0.0,1.0,0.0
0.5,0,625.0,15.0,8.0,100000.0,1.0,1.0,0.0,0.27586206896551724,0.909101412943984,675.0,0.5788006841029706,0.0,1.0,0.0,1.0,0.0
0.0,0,750.0,30.0,2.0,100000.0,2.0,1.0,1.0,0.05,2.439473455723128,398.0,-0.9371833357273552,0.0,1.0,0.0,0.0,1.0
0.25,0,500.0,15.0,6.0,0.0,2.0,0.0,1.0,0.2608695652173913,0.0,312.0,1.6797218178265416,0.0,0.0,1.0,1.0,0.0
0.5,0,625.0,45.0,7.0,150000.0,1.0,1.0,0.0,0.15555555555555556,1.254398944001495,743.0,0.43889131772040313,0.0,0.0,1.0,0.0,1.0
0.38461538461538464,1,500.0,60.0,7.0,0.0,2.0,0.0,0.0,0.0958904109589041,0.0,261.5,0.5339769493667538,1.0,0.0,0.0,1.0,0.0
0.3333333333333333,1,625.0,60.0,2.0,100000.0,4.0,1.0,1.0,0.03333333333333333,0.8738512874664041,163.25,0.6607038581275685,1.0,0.0,0.0,1.0,0.0
0.3333333333333333,1,500.0,45.0,3.0,100000.0,1.0,1.0,1.0,0.05263157894736842,1.9035492774119995,619.0,-0.48343014811256196,0.0,1.0,0.0,0.0,1.0
0.3888888888888889,0,375.0,15.0,2.0,0.0,2.0,1.0,0.0,0.06896551724137931,0.0,248.0,-0.7808779730902223,0.0,0.0,1.0,0.0,1.0
0.0,0,500.0,30.0,0.0,100000.0,2.0,0.0,0.0,0.0,0.7524111581019288,282.0,0.5912993656327813,0.0,1.0,0.0,1.0,0.0
